Constitución,0.00,0.00
Yrigoyen,0.00,0.00
Avellaneda,0.00,0.00
Gerli,0.00,0.00
Lanús,0.00,0.00
Escalada,0.00,0.00
Banfield,0.00,0.00
Lomas,0.00,0.00
Temperley,0.00,0.00
Adrogué,0.00,0.00
Burzaco,0.00,0.00
Longchamps,0.00,0.00
Glew,0.00,0.00
Guernica,0.00,0.00
Korn,0.00,0.00



